,Hydraulic_Pressure(bar),Spindle_Speed(RPM),Torque(Nm),Cutting(kN),Downtime
1342,128.0610817,19197.0,35.5812209,3.06,No_Machine_Failure
1343,99.74031734,18436.0,34.97300419,3.0,No_Machine_Failure
1344,89.86,15875.0,17.89931102,2.15,Machine_Failure
1345,143.7252017,17726.0,33.92336502,2.02,No_Machine_Failure
1346,71.17,21951.0,16.96410507,2.51,Machine_Failure
1347,65.48,17795.0,26.827873,2.37,Machine_Failure
1348,94.68,17797.0,,2.49,Machine_Failure
1349,99.73620759,19197.0,35.58033366,3.15,No_Machine_Failure
1350,126.302016,18436.0,32.37045571,2.91,No_Machine_Failure
1351,141.5995839,17726.0,35.5812209,1.95,No_Machine_Failure
1352,99.39,17756.0,26.88679883,2.39,Machine_Failure
1353,54.46,26526.0,15.90071615,2.49,Machine_Failure
1354,121.86,26605.0,14.20288973,2.59,Machine_Failure
1355,97.74,26605.0,27.15442808,3.49,Machine_Failure
1356,160.288836,21656.0,32.51929855,2.02,No_Machine_Failure
1357,91.39,26605.0,15.1197393,3.55,Machine_Failure
1358,91.27,20504.0,16.96410507,3.58,Machine_Failure
1359,90.82,21951.0,17.89931102,3.93,Machine_Failure
1360,71.49,27957.0,15.90071615,3.59,Machine_Failure
1361,64.35,17919.0,16.44955444,3.49,Machine_Failure
1362,77.24,25528.0,26.96577045,3.91,Machine_Failure
1363,98.33,27613.0,16.44955444,2.38,Machine_Failure
1364,74.16,27613.0,30.00452517,3.59,Machine_Failure
1365,152.39,20504.0,26.85352683,3.91,Machine_Failure
1366,71.13,21951.0,30.09911103,2.43,Machine_Failure
1367,90.53,27957.0,26.91711773,2.57,Machine_Failure
1368,62.7,17919.0,14.20288973,2.57,Machine_Failure
1369,75.78,25528.0,15.1197393,2.65,Machine_Failure
1370,87.4,20801.0,16.96410507,2.43,Machine_Failure
1371,92.31,23432.0,17.89931102,2.69,Machine_Failure
1372,102.5925981,,21.1867927,3.02,No_Machine_Failure
1373,112.8119723,21244.0,31.62033518,1.87,No_Machine_Failure
1374,110.3979444,22343.0,34.97300419,1.99,No_Machine_Failure
1375,100.088149,22680.0,32.51929855,2.88,No_Machine_Failure
1376,99.00520698,23698.0,33.92336502,1.88,No_Machine_Failure
1377,136.968176,22980.0,30.51400825,1.86,No_Machine_Failure
1378,81.37,19974.0,17.89931102,2.84,Machine_Failure
1379,64.81,27613.0,14.20288973,3.55,Machine_Failure
1380,63.08,26526.0,16.44955444,3.67,Machine_Failure
1381,66.1,23432.0,15.90071615,3.69,Machine_Failure
1382,157.47,24555.0,17.89931102,3.67,Machine_Failure
1383,121.86,19903.0,16.96410507,3.61,Machine_Failure
1384,57.55,19846.0,15.1197393,2.65,Machine_Failure
1385,85.21,19946.0,14.20288973,2.79,Machine_Failure
1386,81.99,20011.0,14.10999444,2.91,Machine_Failure
1387,147.33,19972.0,14.44705039,2.85,Machine_Failure
1388,81.31,19979.0,16.44955444,2.93,Machine_Failure
1389,63.27,19990.0,15.90071615,2.87,Machine_Failure
1390,121.4628944,22946.0,35.58033366,1.85,No_Machine_Failure
1391,106.8854351,22510.0,32.37045571,2.11,No_Machine_Failure
1392,132.6708886,22455.0,35.5812209,2.17,No_Machine_Failure
1393,132.2346113,22951.0,34.97300419,2.02,No_Machine_Failure
1394,99.00520698,22505.0,33.92336502,3.0,No_Machine_Failure
1395,121.9205468,22433.0,35.58033366,2.01,No_Machine_Failure
1396,138.6278299,22492.0,35.58033366,1.86,No_Machine_Failure
1397,147.3277629,22487.0,32.37045571,1.85,No_Machine_Failure
1398,119.0332457,22682.0,35.5812209,2.11,No_Machine_Failure
1399,92.8557399,20424.0,34.97300419,1.95,No_Machine_Failure
1400,73.35,20014.0,16.96410507,2.8,Machine_Failure
1401,73.5721609,20493.0,35.5812209,1.89,No_Machine_Failure
1402,92.8557399,20449.0,32.51929855,1.88,No_Machine_Failure
1403,66.56,20015.0,15.1197393,2.83,Machine_Failure
1404,61.06,19988.0,16.44955444,2.76,Machine_Failure
1405,84.24,19990.0,14.20288973,2.92,Machine_Failure
1406,89.38,18458.0,15.90071615,2.5,Machine_Failure
1407,72.82,23432.0,25.8041187,3.67,Machine_Failure
1408,63.88,20801.0,25.79993515,3.61,Machine_Failure
1409,69.03,26605.0,26.25251581,2.41,Machine_Failure
1410,83.54,18283.0,26.11179784,2.41,Machine_Failure
1411,80.79,21951.0,26.28865639,2.66,Machine_Failure
1412,82.57,18374.0,25.98247524,2.55,Machine_Failure
1413,99.14,18167.0,26.278527,2.35,Machine_Failure
1414,99.1,18316.0,26.06475213,2.6,Machine_Failure
1415,66.65,18315.0,26.06617527,2.4,Machine_Failure
1416,55.41,18276.0,26.12179908,2.48,Machine_Failure
1417,123.0601724,20923.0,32.51929855,1.86,No_Machine_Failure
1418,128.1923523,17726.0,31.62033518,1.91,No_Machine_Failure
1419,89.4587468,20923.0,35.5812209,3.0,No_Machine_Failure
1420,116.8911523,20925.0,22.81491039,3.05,No_Machine_Failure
1421,60.9,18306.0,26.07899049,2.7,Machine_Failure
1422,56.25,18294.0,26.09609708,2.37,Machine_Failure
1423,78.54,18292.0,26.09895036,2.51,Machine_Failure
1424,108.0211553,21239.0,34.97300419,2.88,No_Machine_Failure
1425,78.63,18289.0,26.10323145,2.64,Machine_Failure
1426,127.5917705,20898.0,30.51400825,1.89,No_Machine_Failure
1427,53.44,20504.0,26.08326504,2.51,Machine_Failure
1428,92.8557399,19197.0,22.82800172,2.96,No_Machine_Failure
1429,71.5,27613.0,26.07899049,3.67,Machine_Failure
1430,71.3,26526.0,26.09467068,3.69,Machine_Failure
1431,111.6774308,20910.0,22.8312769,1.91,No_Machine_Failure
1432,125.4184659,20920.0,22.82036329,3.01,No_Machine_Failure
1433,88.27913423,21497.0,34.97300419,2.01,No_Machine_Failure
1434,85.01,17816.0,26.79625056,2.37,Machine_Failure
1435,92.17,17693.0,26.98253547,2.3,Machine_Failure
1436,52.5,17702.0,26.96881708,2.37,Machine_Failure
1437,52.45,17694.0,26.98101051,2.63,Machine_Failure
1438,52.7,17823.0,26.78572631,3.61,Machine_Failure
1439,63.44,17807.0,26.8097939,3.67,Machine_Failure
1440,54.25,17826.0,26.78121844,3.69,Machine_Failure
1441,83.38,17633.0,27.07434923,3.67,Machine_Failure
1442,128.5369544,21615.0,22.08660652,2.97,No_Machine_Failure
1443,90.21,26605.0,26.77971616,3.55,Machine_Failure
1444,82.9688079,21688.0,31.62033518,1.85,No_Machine_Failure
1445,90.74,20504.0,27.08356499,3.55,Machine_Failure
1446,88.27913423,18436.0,32.51929855,2.01,No_Machine_Failure
1447,89.4587468,19197.0,33.92336502,3.0,No_Machine_Failure
1448,80.726488,14152.0,35.5812209,2.17,No_Machine_Failure
1449,102.6560817,19197.0,22.37647059,1.88,No_Machine_Failure
1450,161.6030136,13272.0,22.36703523,1.99,No_Machine_Failure
1451,112.7801191,14152.0,22.37122774,1.95,No_Machine_Failure
1452,179.8860999,15217.0,22.19854924,2.87,No_Machine_Failure
1453,81.15,17821.0,26.78873239,2.64,Machine_Failure
1454,119.8477193,16198.0,22.07945611,2.84,No_Machine_Failure
1455,137.824445,21629.0,32.4913785,3.08,No_Machine_Failure
1456,69.64,17620.0,15.90071615,2.59,Machine_Failure
1457,76.27,22335.0,14.20288973,2.66,Machine_Failure
1458,81.07,17836.0,15.1197393,2.61,Machine_Failure
1459,127.0980237,21616.0,22.08558475,2.9,No_Machine_Failure
1460,116.7581961,21650.0,22.05090069,2.0,No_Machine_Failure
1461,97.97526988,21655.0,22.04580928,3.01,No_Machine_Failure
1462,122.3685802,21636.0,22.06516916,3.03,No_Machine_Failure
1463,117.2327648,21641.0,22.06007116,3.07,No_Machine_Failure
1464,80.03,27613.0,27.10509283,2.33,Machine_Failure
1465,157.47,26526.0,27.11124993,2.54,Machine_Failure
1466,121.86,23432.0,27.12049083,3.91,Machine_Failure
1467,61.96,25528.0,26.79474659,3.49,Machine_Failure
1468,69.96,17919.0,27.12665492,3.59,Machine_Failure
1469,154.25,27957.0,27.08971231,3.93,Machine_Failure
1470,87.39,21951.0,27.10047684,3.58,Machine_Failure
1471,82.44,17587.0,16.44955444,2.43,Machine_Failure
1472,108.2543838,22927.0,20.82269813,3.16,No_Machine_Failure
1473,88.27913423,22909.0,20.83905889,1.91,No_Machine_Failure
1474,102.298433,23006.0,20.75119534,2.98,No_Machine_Failure
1475,152.6768135,22897.0,20.84998035,3.0,No_Machine_Failure
1476,161.4815861,22899.0,20.84815931,3.09,No_Machine_Failure
1477,126.0566946,22935.0,20.81543492,1.95,No_Machine_Failure
1478,103.9220002,23124.0,20.64530358,3.05,No_Machine_Failure
1479,73.31,19983.0,23.89040685,2.83,Machine_Failure
1480,89.4587468,22988.0,20.76744388,2.01,No_Machine_Failure
1481,99.37,19747.0,24.17592546,2.66,Machine_Failure
1482,113.957278,22990.0,20.76563723,3.24,No_Machine_Failure
1483,72.11,19751.0,24.17102931,2.61,Machine_Failure
1484,81.42,19775.0,24.14169406,3.36,Machine_Failure
1485,76.19,19760.0,24.16002024,2.79,Machine_Failure
1486,89.19,19701.0,24.23237399,2.66,Machine_Failure
1487,83.93,19706.0,24.22622552,2.66,Machine_Failure
1488,158.3537861,22929.0,32.4913785,3.07,No_Machine_Failure
1489,56.13,19728.0,24.19920925,2.92,Machine_Failure
1490,82.9688079,20494.0,23.29472041,2.0,No_Machine_Failure
1491,73.6,19744.0,24.17959887,2.8,Machine_Failure
1492,68.13,19876.0,24.01901791,2.9,Machine_Failure
1493,90.08,19740.0,24.18449848,2.87,Machine_Failure
1494,92.32,19782.0,24.13315135,2.73,Machine_Failure
1495,83.29,19763.0,24.15635278,2.91,Machine_Failure
1496,82.9688079,17726.0,23.10643241,2.11,No_Machine_Failure
1497,89.4587468,20652.0,32.4913785,2.99,No_Machine_Failure
1498,81.1382212,20663.0,23.10419591,2.17,No_Machine_Failure
1499,88.27913423,20656.0,23.11202556,2.89,No_Machine_Failure
1500,57.69,18448.0,25.87825239,2.52,Machine_Failure
1501,97.36,18449.0,25.87684969,3.55,Machine_Failure
1502,61.22,17919.0,26.03632199,2.45,Machine_Failure
1503,136.2767989,20875.0,22.86955689,2.88,No_Machine_Failure
1504,68.48,22457.0,26.04484452,3.55,Machine_Failure
1505,176.2184501,13272.0,22.89478228,3.0,No_Machine_Failure
1506,79.77016145,14152.0,22.90686627,2.02,No_Machine_Failure
1507,145.830955,14266.0,22.88929376,2.17,No_Machine_Failure
1508,115.1881928,15217.0,22.91126362,2.11,No_Machine_Failure
1509,93.1,25528.0,26.00653702,2.57,Machine_Failure
1510,129.0066664,17726.0,22.90796545,1.86,No_Machine_Failure
1511,109.8086225,20858.0,22.88819638,1.87,No_Machine_Failure
1512,146.6936138,16198.0,22.90906473,1.85,No_Machine_Failure
1513,120.22,27613.0,26.02354865,2.44,Machine_Failure
1514,95.58,21951.0,26.04910787,2.43,Machine_Failure
1515,90.32,20504.0,26.0476866,2.59,Machine_Failure
1516,85.03,27957.0,26.00653702,2.58,Machine_Failure
1517,52.48,26526.0,25.99803954,2.5,Machine_Failure
1518,82.59,26526.0,,3.59,Machine_Failure
1519,66.26,23432.0,25.99520828,2.62,Machine_Failure
1520,157.47,18024.0,26.48701731,2.64,Machine_Failure
1521,117.7279734,13272.0,22.45963493,1.87,No_Machine_Failure
1522,129.402992,19197.0,22.36179681,1.86,No_Machine_Failure
1523,121.86,17648.0,27.05133726,2.4,Machine_Failure
1524,108.6598408,15217.0,32.4913785,1.99,No_Machine_Failure
1525,136.7823076,21255.0,22.4606916,2.86,No_Machine_Failure
1526,95.3200449,21350.0,35.58033366,2.84,No_Machine_Failure
1527,97.69619669,21358.0,22.35237382,3.09,No_Machine_Failure
1528,119.2525675,21367.0,22.34295877,1.87,No_Machine_Failure
1529,73.5721609,17726.0,22.34086761,1.86,No_Machine_Failure
1530,92.8557399,16198.0,22.39326422,1.85,No_Machine_Failure
1531,153.6720314,15217.0,22.45012932,2.11,No_Machine_Failure
1532,151.7999853,14266.0,22.44168665,2.17,No_Machine_Failure
1533,149.1430295,14266.0,22.39431466,1.88,No_Machine_Failure
1534,51.39,17919.0,27.02836438,3.55,Machine_Failure
1535,109.5271004,16198.0,22.45752187,1.95,No_Machine_Failure
1536,52.98,27957.0,27.02989469,3.67,Machine_Failure
1537,94.45,21951.0,27.03754885,3.69,Machine_Failure
1538,65.97,20504.0,27.01918615,3.67,Machine_Failure
1539,57.04,26605.0,27.05440326,3.61,Machine_Failure
1540,67.58,27613.0,26.62439351,3.91,Machine_Failure
1541,75.96,26526.0,27.06207131,3.49,Machine_Failure
1542,52.88,23432.0,26.76470258,3.59,Machine_Failure
1543,65.65,17844.0,26.75420309,3.93,Machine_Failure
1544,68.04,17842.0,26.75720211,3.58,Machine_Failure
1545,97.23,25528.0,26.98558589,3.55,Machine_Failure
1546,75.91,20801.0,27.04827195,3.58,Machine_Failure
1547,67.36,23432.0,27.04061172,3.93,Machine_Failure
1548,52.37,27613.0,27.01765705,3.49,Machine_Failure
1549,80.52,26605.0,26.99168881,3.91,Machine_Failure
1550,126.8662934,19197.0,22.36703523,2.01,No_Machine_Failure
1551,113.2980747,18436.0,22.36389188,1.91,No_Machine_Failure
1552,158.9805602,17726.0,22.36284429,1.89,No_Machine_Failure
1553,117.7161447,21361.0,22.34923459,2.01,No_Machine_Failure
1554,141.7453102,23053.0,20.70888821,3.13,No_Machine_Failure
1555,96.53615458,17726.0,20.97732665,3.27,No_Machine_Failure
1556,95.71,27613.0,24.07230738,3.93,Machine_Failure
1557,58.74,23432.0,24.20657134,3.55,Machine_Failure
1558,56.25,19838.0,24.06502672,3.55,Machine_Failure
1559,63.32,19799.0,24.11242992,3.67,Machine_Failure
1560,76.99,19866.0,24.03110843,3.69,Machine_Failure
1561,90.43,19817.0,24.09052833,3.67,Machine_Failure
1562,95.75,19810.0,24.09904089,3.61,Machine_Failure
1563,86.16146761,22762.0,20.97364028,3.14,No_Machine_Failure
1564,99.26,19811.0,24.09782444,2.78,Machine_Failure
1565,93.6316597,23054.0,20.70798994,2.97,No_Machine_Failure
1566,110.9906079,23062.0,20.70080652,3.13,No_Machine_Failure
1567,98.87490105,22771.0,20.96535067,3.03,No_Machine_Failure
1568,116.882387,23102.0,20.66496407,1.88,No_Machine_Failure
1569,,22896.0,20.85089099,2.88,No_Machine_Failure
1570,129.7607557,19197.0,30.51400825,1.86,No_Machine_Failure
1571,143.7350188,17726.0,32.37045571,2.11,No_Machine_Failure
1572,84.81,26605.0,23.90595894,3.59,Machine_Failure
1573,88.77,26526.0,24.0686665,3.58,Machine_Failure
1574,88.34,19727.0,24.20043595,2.67,Machine_Failure
1575,57.57,19699.0,24.23483426,2.66,Machine_Failure
1576,15.32576081,20454.0,23.34027574,2.9,No_Machine_Failure
1577,118.1161026,20467.0,23.32545073,2.84,No_Machine_Failure
1578,75.25,25254.0,24.13803216,2.58,Machine_Failure
1579,86.35,18414.0,25.92603454,2.61,Machine_Failure
1580,55.01,18448.0,25.87825239,2.61,Machine_Failure
1581,96.7869728,20693.0,33.07070024,2.74,No_Machine_Failure
1582,143.638636,20721.0,32.4913785,3.03,No_Machine_Failure
1583,92.39931468,20867.0,34.97300419,2.02,No_Machine_Failure
1584,98.15279846,20870.0,22.87503594,1.99,No_Machine_Failure
1585,116.7123544,20929.0,22.81054995,2.95,No_Machine_Failure
1586,132.6752427,20868.0,22.87722829,3.0,No_Machine_Failure
1587,52.58,18189.0,15.90071615,2.36,Machine_Failure
1588,70.67,18366.0,16.44955444,2.52,Machine_Failure
1589,95.09786656,16198.0,22.84001531,2.01,No_Machine_Failure
1590,150.8125715,17726.0,22.73667667,3.0,No_Machine_Failure
1591,125.1317107,18436.0,22.7453428,2.02,No_Machine_Failure
1592,68.71,18372.0,25.98530372,2.39,Machine_Failure
1593,91.88,18189.0,17.89931102,2.56,Machine_Failure
1594,67.18,18235.0,26.18053194,2.45,Machine_Failure
1595,99.7078156,19197.0,22.74967834,2.17,No_Machine_Failure
1596,145.2626488,20981.0,32.51929855,2.01,No_Machine_Failure
1597,114.6589068,20875.0,33.92336502,3.0,No_Machine_Failure
1598,157.47,18266.0,26.13609986,2.4,Machine_Failure
1599,121.86,18273.0,26.12608767,2.71,Machine_Failure
1600,111.73,18275.0,26.12322845,2.56,Machine_Failure
1601,92.8557399,14152.0,22.75184673,1.85,No_Machine_Failure
1602,137.2708099,13272.0,22.86955689,2.11,No_Machine_Failure
1603,140.2299863,15217.0,22.25339113,1.91,No_Machine_Failure
1604,118.1754053,14266.0,22.25235387,1.89,No_Machine_Failure
1605,113.4685759,21444.0,30.51400825,2.86,No_Machine_Failure
1606,115.6530405,14152.0,22.40377305,1.95,No_Machine_Failure
1607,106.7728987,13272.0,22.40061937,1.99,No_Machine_Failure
1608,125.3743964,21305.0,35.5812209,3.1,No_Machine_Failure
1609,126.678911,21275.0,22.43957697,3.06,No_Machine_Failure
1610,71.02,20504.0,26.55626634,3.49,Machine_Failure
1611,86.67,27613.0,26.60510477,2.44,Machine_Failure
1612,99.97,27613.0,26.5297027,3.58,Machine_Failure
1613,121.86,26605.0,26.5621766,3.93,Machine_Failure
1614,157.47,20504.0,26.56365457,3.59,Machine_Failure
1615,88.79,21951.0,26.57844338,3.49,Machine_Failure
1616,66.92,27957.0,26.58288323,3.91,Machine_Failure
1617,85.78,17919.0,26.5621766,2.47,Machine_Failure
1618,69.95,25528.0,26.62736349,2.41,Machine_Failure
1619,51.81,23432.0,26.50613514,2.34,Machine_Failure
1620,51.68,26526.0,26.52675446,2.39,Machine_Failure
1621,98.71,26605.0,26.55774366,2.37,Machine_Failure
1622,67.4,21951.0,26.4973081,3.91,Machine_Failure
1623,80.28,20504.0,26.62884873,2.33,Machine_Failure
1624,59.25,21951.0,26.62290877,2.44,Machine_Failure
1625,69.51,17976.0,26.55774366,2.57,Machine_Failure
1626,50.16,17999.0,26.52380688,2.54,Machine_Failure
1627,68.44,17983.0,26.54740588,2.48,Machine_Failure
1628,64.43,17985.0,26.54445371,2.43,Machine_Failure
1629,98.41,18009.0,26.50907879,3.58,Machine_Failure
1630,81.64,17919.0,26.52380688,3.67,Machine_Failure
1631,66.87,27957.0,26.49289678,3.61,Machine_Failure
1632,67.44535332,19197.0,22.41744929,1.88,No_Machine_Failure
1633,91.68,26526.0,26.58584396,3.55,Machine_Failure
1634,153.915254,18436.0,22.27103937,2.88,No_Machine_Failure
1635,137.9384274,17726.0,22.32415244,1.87,No_Machine_Failure
1636,73.5721609,21318.0,32.39431466,2.17,No_Machine_Failure
1637,133.8181941,21316.0,22.39641584,2.11,No_Machine_Failure
1638,139.0671812,21312.0,22.40061937,1.85,No_Machine_Failure
1639,75.02,26253.0,16.96410507,2.37,Machine_Failure
1640,125.8967519,22715.0,33.92336502,3.27,No_Machine_Failure
1641,168.6773314,22855.0,20.88829578,3.22,No_Machine_Failure
1642,64.22,19945.0,15.1197393,2.73,Machine_Failure
1643,92.8557399,22859.0,20.88464062,3.1,No_Machine_Failure
1644,73.5721609,22872.0,20.8727702,3.06,No_Machine_Failure
1645,99.78,23432.0,24.13315135,3.55,Machine_Failure
1646,92.91,20801.0,23.99728561,3.67,Machine_Failure
1647,65.85,20801.0,24.21270984,2.63,Machine_Failure
1648,80.99,25528.0,24.03473795,3.69,Machine_Failure
1649,118.3478684,22723.0,35.5812209,3.23,No_Machine_Failure
1650,108.0142435,22804.0,20.9350114,2.98,No_Machine_Failure
1651,97.22,21951.0,16.44955444,2.88,Machine_Failure
1652,52.97,17919.0,15.1197393,2.87,Machine_Failure
1653,138.9360721,16198.0,20.87459554,1.88,No_Machine_Failure
1654,144.5126276,22855.0,20.88829578,3.11,No_Machine_Failure
1655,134.4186466,22686.0,34.97300419,3.11,No_Machine_Failure
1656,160.2277793,22751.0,20.98378093,3.02,No_Machine_Failure
1657,114.8874421,22861.0,20.88281353,1.99,No_Machine_Failure
1658,97.71,20504.0,14.20288973,2.61,Machine_Failure
1659,134.8651757,17726.0,32.39431466,1.88,No_Machine_Failure
1660,122.4945068,22789.0,20.94879108,3.09,No_Machine_Failure
1661,121.0221924,22722.0,21.01056245,1.95,No_Machine_Failure
1662,161.8512809,20764.0,22.99181275,,No_Machine_Failure
1663,63.76,26605.0,24.22253793,2.66,Machine_Failure
1664,142.36,20504.0,24.21639444,2.81,Machine_Failure
1665,80.27,21951.0,25.95281326,,Machine_Failure
1666,125.95,26526.0,25.9612812,3.91,Machine_Failure
1667,67.96,17919.0,25.9542242,2.53,Machine_Failure
1668,131.8074071,20777.0,35.58033366,2.0,No_Machine_Failure
1669,147.724225,20783.0,31.62033518,1.91,No_Machine_Failure
1670,134.54,18387.0,16.96410507,3.61,Machine_Failure
1671,94.55,26605.0,25.95140248,3.67,Machine_Failure
1672,158.6814561,20794.0,32.37045571,2.96,No_Machine_Failure
1673,142.1077931,21013.0,22.7193642,2.74,No_Machine_Failure
1674,57.72,26605.0,14.20288973,2.38,Machine_Failure
1675,92.8557399,20993.0,22.74100891,2.02,No_Machine_Failure
1676,91.34,26605.0,26.18053194,2.56,Machine_Failure
1677,134.54,18193.0,16.44955444,3.67,Machine_Failure
1678,144.361532,20992.0,,3.0,No_Machine_Failure
1679,122.23,18197.0,26.2352036,3.93,Machine_Failure
1680,62.47,18197.0,26.2352036,3.58,Machine_Failure
1681,117.8721911,21012.0,32.72044546,2.99,No_Machine_Failure
1682,100.1127437,21017.0,22.71504021,1.86,No_Machine_Failure
1683,137.37,18195.0,16.96410507,3.61,Machine_Failure
1684,68.05,18243.0,26.16905114,3.57,Machine_Failure
1685,66.59,27613.0,16.44955444,2.44,Machine_Failure
1686,66.03,18237.0,26.1776608,2.4,Machine_Failure
1687,142.36,18190.0,15.90071615,3.59,Machine_Failure
1688,59.11,22557.0,26.20927807,2.36,Machine_Failure
1689,76.6,26526.0,26.17479028,2.57,Machine_Failure
1690,97.83,18201.0,26.22943794,3.67,Machine_Failure
1691,94.29,27613.0,26.1719204,2.57,Machine_Failure
1692,73.5721609,14266.0,22.72693516,1.86,No_Machine_Failure
1693,85.73663046,16198.0,22.71287882,2.88,No_Machine_Failure
1694,131.7906724,15217.0,22.73126369,1.87,No_Machine_Failure
1695,60.62,17919.0,15.90071615,2.52,Machine_Failure
1696,117.9924867,21480.0,22.22541899,3.1,No_Machine_Failure
1697,191.0,23432.0,17.89931102,2.54,Machine_Failure
1698,71.04,17901.0,14.20288973,2.59,Machine_Failure
1699,135.8878344,21479.0,22.22645375,2.94,No_Machine_Failure
1700,100.5871029,21492.0,22.21300949,3.13,No_Machine_Failure
1701,61.73,17853.0,16.44955444,3.61,Machine_Failure
1702,142.1419968,21480.0,22.22541899,3.06,No_Machine_Failure
1703,92.21,17908.0,14.20288973,3.49,Machine_Failure
1704,94.9,27613.0,26.6958564,2.37,Machine_Failure
1705,67.75,26526.0,15.90071615,3.93,Machine_Failure
1706,53.65,27613.0,26.75420309,3.59,Machine_Failure
1707,63.28,27613.0,16.44955444,3.59,Machine_Failure
1708,79.44,26605.0,14.20288973,3.49,Machine_Failure
1709,82.22,21951.0,16.96410507,2.47,Machine_Failure
1710,107.8447302,21485.0,22.22024668,1.95,No_Machine_Failure
1711,118.3898282,19197.0,22.26792294,2.01,No_Machine_Failure
1712,118.8172086,18436.0,35.58033366,1.85,No_Machine_Failure
1713,163.8190482,14266.0,33.92336502,1.88,No_Machine_Failure
1714,134.02,17867.0,17.89931102,3.67,Machine_Failure
1715,135.93,17877.0,16.96410507,3.69,Machine_Failure
1716,137.37,17909.0,15.1197393,3.67,Machine_Failure
1717,50.6,27559.0,26.65709978,2.44,Machine_Failure
1718,71.04,17878.0,26.70332252,2.58,Machine_Failure
1719,108.9843092,14152.0,22.22231532,2.88,No_Machine_Failure
1720,158.2772279,21432.0,35.5812209,2.17,No_Machine_Failure
1721,69.34,17854.0,26.7392181,3.67,Machine_Failure
1722,92.8557399,13272.0,31.62033518,1.87,No_Machine_Failure
1723,73.5721609,14152.0,32.51929855,2.88,No_Machine_Failure
1724,169.0821579,18436.0,35.58033366,1.91,No_Machine_Failure
1725,110.4106652,15217.0,34.97300419,1.99,No_Machine_Failure
1726,108.7701502,16198.0,35.5812209,1.95,No_Machine_Failure
1727,152.0683604,17726.0,32.37045571,1.89,No_Machine_Failure
1728,124.8127734,14152.0,22.28871563,2.02,No_Machine_Failure
1729,121.2651359,13272.0,22.26896166,3.0,No_Machine_Failure
1730,125.95,17862.0,14.20288973,3.58,Machine_Failure
1731,90.4587468,20126.0,23.72065984,2.81,No_Machine_Failure
1732,135.2885292,20018.0,23.84863623,1.88,No_Machine_Failure
1733,80.726488,20130.0,23.71594635,2.59,No_Machine_Failure
1734,143.1943918,20095.0,23.75725305,2.85,No_Machine_Failure
1735,99.63,19836.0,24.06745312,3.55,Machine_Failure
1736,67.14,20016.0,32.72044546,1.99,No_Machine_Failure
1737,81.1382212,20125.0,23.72183851,2.75,No_Machine_Failure
1738,55.51,20801.0,14.10999444,3.61,Machine_Failure
1739,139.34,20006.0,14.10999444,2.93,Machine_Failure
1740,141.14,19153.0,16.96410507,3.58,Machine_Failure
1741,61.73,21951.0,17.89931102,3.93,Machine_Failure
1742,87.31,19873.0,24.02264379,3.55,Machine_Failure
1743,139.34,27111.0,24.03715825,2.61,Machine_Failure
1744,80.726488,20094.0,23.75843535,2.02,No_Machine_Failure
1745,99.05093874,18436.0,23.81888939,1.85,No_Machine_Failure
1746,125.95,19933.0,15.1197393,3.55,Machine_Failure
1747,135.93,19920.0,17.89931102,3.67,Machine_Failure
1748,124.9215493,20115.0,23.73363162,,No_Machine_Failure
1749,74.51,17919.0,15.1197393,3.59,Machine_Failure
1750,114.828184,20109.0,23.74071311,2.82,No_Machine_Failure
1751,90.4587468,20039.0,23.82364389,3.0,No_Machine_Failure
1752,135.93,19725.0,14.20288973,2.8,Machine_Failure
1753,137.1279588,20747.0,23.01065214,3.0,No_Machine_Failure
1754,90.4587468,13272.0,34.97300419,2.02,No_Machine_Failure
1755,81.1382212,14266.0,32.37045571,2.11,No_Machine_Failure
1756,82.9688079,15217.0,35.58033366,1.85,No_Machine_Failure
1757,145.98,23432.0,17.89931102,3.61,Machine_Failure
1758,135.5441059,16198.0,22.96858311,1.86,No_Machine_Failure
1759,100.6515317,20953.0,22.78442228,2.27,No_Machine_Failure
1760,134.54,25528.0,26.16618252,3.59,Machine_Failure
1761,76.33,20504.0,15.90071615,2.55,Machine_Failure
1762,82.42,20504.0,26.15328147,3.55,Machine_Failure
1763,123.8842584,14266.0,22.7551001,2.77,No_Machine_Failure
1764,98.7,23432.0,25.97399347,3.49,Machine_Failure
1765,141.14,27613.0,26.16331452,2.37,Machine_Failure
1766,76.28,25528.0,16.96410507,2.39,Machine_Failure
1767,118.1972819,18436.0,22.71287882,2.88,No_Machine_Failure
1768,98.36514062,20951.0,22.7865973,3.08,No_Machine_Failure
1769,146.8200823,17726.0,22.76269489,2.95,No_Machine_Failure
1770,173.3260248,17726.0,32.72044546,1.87,No_Machine_Failure
1771,140.656906,20942.0,33.92336502,1.91,No_Machine_Failure
1772,134.02,17919.0,26.15758041,3.93,Machine_Failure
1773,118.8352588,21717.0,32.37045571,1.91,No_Machine_Failure
1774,134.2149322,21423.0,30.51400825,1.87,No_Machine_Failure
1775,73.5721609,21426.0,33.92336502,1.99,No_Machine_Failure
1776,173.22,20504.0,14.44705039,2.33,Machine_Failure
1777,60.32,26605.0,26.64371024,3.49,Machine_Failure
1778,94.74828196,21426.0,31.62033518,2.88,No_Machine_Failure
1779,137.37,21951.0,27.66425219,3.61,Machine_Failure
1780,77.56,17912.0,26.6526351,3.49,Machine_Failure
1781,89.53,27613.0,16.44955444,3.69,Machine_Failure
